	data	label	label_id
10088	"From: mikey@eukanuba.wpd.sgi.com (Mike Yang)
Subject: Re: Monthly Question about XCopyArea() and Expose Events
Reply-To: mikey@sgi.com
Organization: Silicon Graphics, Inc.
Lines: 27
Nntp-Posting-Host: eukanuba.wpd.sgi.com

In article <BUZZ.93Apr19125438@lion.bear.com>, buzz@bear.com (Buzz Moschetti) writes:
|> (2nd posting of the question that just doesn't seem to get answered)

How can we resist a questions that says something like this?

|> The problem, of course, is that no expose event is generated if the window
|> is already visible and mapped.  What we need to do is somehow ""tickle"" the
|> Window so that the expose handler is hit with arguments that will enable
|> it to render *just* the part of the window that contains the new item.
|> 
|> What is the best way to tickle a window to produce this behavior?

If your Expose event handler is truly intelligent about exposed
rectangle information, then you can use XClearArea to generate an
Expose event (assuming that your background pixel is not None) for the
enclosing rectangle of your new item.

This is still not great, since any other items contained within that
rectangle will still be unnecessarily redrawn.

If your Expose event handler simply redraws everything, you'll be
doing much more work than just drawing the new item ""on top"" of the
existing scene.

-----------------------------------------------------------------------
                 Mike Yang        Silicon Graphics, Inc.
               mikey@sgi.com           415/390-1786
"	comp.windows.x	5
6180	"From: damelio@progress.COM (Stephen D'Amelio)
Subject: Re: Ford and the automobile
Nntp-Posting-Host: elba
Organization: Progress Software Corp.
Lines: 19

rwong@eis.calstate.edu (Russel Wong) writes:

>Hello, my name is Russell Wong and I am doing a research project on Henry
>Ford and his automobile.  I need information on whether Ford is
>partially responsible for all of the car accidents 

Ya, he cut me off on 128 the other day, he drives like a crazy person.
I'd have to say he's responsible for most accidents, they really should
pull his licence.

-Steve


7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
               Alan Kulwicki    1992 Winston Cup Champion
                              1954 - 1993
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7


"	rec.autos	7
16401	"From: mam@mouse.cmhnet.org (Mike McAngus)
Subject: Re: Christian Morality is
Organization: The cat is on the mat 
X-Newsreader: TIN [version 1.1 PL9]
Lines: 36

On 20 Apr 93 13:38:34 GMT dps@nasa.kodak.com (Dan Schaertel,,,) wrote:
>In article 11853@vice.ICO.TEK.COM, bobbe@vice.ICO.TEK.COM (Robert Beauchaine) writes:
>|>
>|>  Yet I am still not a believer.  Is god not concerned with my
>|>  disposition?  Why is it beneath him to provide me with the
>|>  evidence I would require to believe?  The evidence that my
>|>  personality, given to me by this god, would find compelling?

>The fact is God could cause you to believe anything He wants you to. 
>But think about it for a minute.  Would you rather have someone love
>you because you made them love you, or because they wanted to
>love you.     The responsibility is on you to love God and take a step toward
>Him.  He promises to be there for you, but you have to look for yourself.
>Those who doubt this or dispute it have not givin it a sincere effort.

I and many others on a.a have described how we have tried to find god.
Are you saying our efforts have not been sincere?  For all the effort
I have put in, there has been no outward nor inward change that I can
perceive.  What's a sincerely searching Agnostic or Atheist supposed to
do when even the search turns up nothing?

>Simple logic arguments are folly.  If you read the Bible you will see
>that Jesus made fools of those who tried to trick him with ""logic"".
>Our ability to reason is just a spec of creation.  Yet some think it is
>the ultimate.  If you rely simply on your reason then you will never
>know more than you do now.   To learn you must accept that which
>you don't know.

How do you ""accept that which you don't know""?  Do you mean that I must
believe in your god in order to believe in your god?

--
Mike McAngus         | The Truth is still the Truth
mam@mouse.cmhnet.org | Even if you choose to ignore it.
                     |
(Some of the old .sig viruses are still the best)
"	alt.atheism	0
4863	"From: gladman@ecf.toronto.edu (GLADMAN AVIV)
Subject: Re: Blue LED's
Organization: University of Toronto, Engineering Computing Facility
Distribution:  sci.electronics
Lines: 22

In article <Zw6F3B1w165w@inqmind.bison.mb.ca> baden@inqmind.bison.mb.ca (Baden de Bari) writes:
> 
>        So what's the story here... we're all stuck with the regular
>green, red, and off yellow-orange LED's!?  What gives!!??
>        Anybody have a 'scoop' on FAIRLY LOW PRICED >BLUE< LED's???
>

In order to emit blue light, a semiconductor must have a band gap energy
within the region of 2.6 to 2.8 electron Volts. According to my physical
electronics prof, you can't get an LED with that band gap. That's why you
don't find blue LEDs or, for that matter, some other colour of LEDs. That
is not to say that blue LEDs can't be found.  I've seen 'blue' LEDs sold,
but they were just your typical visible light LED in a blue plastic covering.
They didn't emit very much light...

Source: Solid State Electronic Devices (Ben G. Streetman, 3d ed., Prentice
Hall)
-- 
-----------------------------------------------------------------------------
""Right planet, wrong universe"" - Douglas Adams
""If we took the bones out, it wouldn't be crunchy"" - Mr. Whizzo
-----------------------------------------------------------------------------
"	sci.electronics	12
14056	"From: ds@aris.nswc.navy.mil (Demetrios Sapounas)
Subject: 3D display software
Organization: NSWC
Lines: 19



   I have the need for displaying 2 1/2 D surfaces under X, using only
Xlib, Xt and Xm.  Does anyone know of a package, available on internet,
which will be able to do the work?

   I am looking for a STAND-ALONE package providing similar functions
to ""xprism3"" available with Khoros, but without the numerous libraries
required for it.  I want to be able to recompile it and run it on
various platforms, from SGIs to i486s (UNIX).

   Any help will be appreciated.


=======================================================================
Demetrios Sapounas                         Tel        +1 (703) 663.8332
L 115, NSWC                                Fax        +1 (703) 663.1939
Dahlgren, VA 22448-5000, USA               email  ds@aris.nswc.navy.mil
=======================================================================
"	comp.graphics	1
7200	"From: ricky@vnet.ibm.com (Rick Turner)
Subject: Re: raw2gif ?
Disclaimer: This posting represents the poster's views, not necessarily those of IBM.
Nntp-Posting-Host: danebury.hursley.ibm.com
Organization: IBM UK Labs
Lines: 5

You can use PBM's 'rawtopgm' to convert three raw (r, g, b) files to pgm format. Then you can use pgm3toppm to convert the pgm files to a composite ppm file,
and feed this to cjpeg for compression. Slow, and circuitous, but it will
work.

Rick
"	comp.graphics	1
18832	"From: aa888@freenet.carleton.ca (Mark Baker)
Subject: Re: The arrogance of Christians
Reply-To: aa888@freenet.carleton.ca (Mark Baker)
Organization: The National Capital Freenet
Lines: 63

In a previous article, phs431d@vaxc.cc.monash.edu.au () says:

>In article <Apr.13.00.08.07.1993.28379@athos.rutgers.edu>, aa888@freenet.carleton.ca (Mark Baker) writes:
>> To demand scintific or rational proof of God's existence, is to deny
>> God's existence, since neither science, nor reason, can, in their very
>> nature, prove anything.
>
>Are you asking us to believe blindly?  You are trying to deny that part of
>us that makes us ask the question ""Does God exist?"" i.e. self-awareness and
>reason.  If we do not use our ability to reason we become as ignorant
>as the other animals on this earth.  Does God want us to be like that?
>
I am asking you to believe in things not visible. I don't know if this is
believeing blindly or not. I'm not sure how blindness comes into it. I do
not deny reason, indeed I insist upon it, but reason only draws conclusions
from evidence. If you decide in advance that your reason will act only on
the evidence of the five physical senses, then you cut reason off from any
possibility of reaching a conclusion outside the physical sphere (beyond the
rather provocative, if inconclusive, conclusion that the physical sphere
is not self explanatory). 

Christians claim that they have received a different kind of evidence, 
which they call faith, and which is a gift of God. That is, this evidence
is the evidence of a thing which chooses to reveal or hide itself. The 
evidence of the senses cannot tell you is such a ting exists. Reasoning
on the evidence of the senses won't help either. But Christians do reason
of the evidence of faith, and do claim that this evidence is wholly
consistent with the evidence of the other senses, and indeed, that the
evidence of these other senses is part of God's revelation of himself
to us.

It is not necessarilly the case however that knowledge of a God must come
through this route. There may be other senses than the physical ones
providing evidence of non-physical realities. (There may, of course, be
physical realities of a type for which we have no corresponding senses, for
all we know.) These senses, if they exist, may provide valid evidence for
reason to work on. And, as with all senses, these senses may be impaired
in some people, that is, they may be spiritually blind. In this sense,
belief in God becomes an act of sight, and it is disbelief which is blind.

>You are right that science and reason cannot PROVE anything.  However, if
>we do not use them we can only then believe on FAITH alone.  And since
>we can only use faith, why is one picture of ""God"" (e.g. Hinduism) any less
>valid than another (e.g. Christianity)?
>
Faith, as I have said, is not opposed to reason, it is simply a new source 
of evidence on which reason may operate. It is clear that human beings
have many systems for explaining the evidence of the physical senses, and
similarly there are many systems for explaining the evidence provided by
faith. Religious believers in general, and Christians in particular, use
reason to help sift through the evidence to come to a clearer understanding
of the evidence provided by faith. Science claims, with good reason, to be
the most valid system for explaining the physical universe, and Christianity
claims, also with good reason, to be the most valid system, possessed of the
best evidence, for explaining Gods revelations of himself to man.

If you doubt that Christians use reason, read this newsgroup for a while
and you will see rational debate aplenty.
-- 
==============================================================================
Mark Baker                  | ""The task ... is not to cut down jungles, but 
aa888@Freenet.carleton.ca   | to irrigate deserts."" -- C. S. Lewis
==============================================================================
"	soc.religion.christian	15
7833	"From: wtm@uhura.neoucom.edu (Bill Mayhew)
Subject: Re: Laser vs Bubblejet?
Organization: Northeastern Ohio Universities College of Medicine
Lines: 29

FYI:  The actual horizontal dot placement resoution of an HP
deskjet is 1/600th inch.  The electronics and dynamics of the ink
cartridge, however, limit you to generating dots at 300 per inch.
On almost any paper, the ink wicks more than 1/300th inch anyway.

The method of depositing and fusing toner of a laster printer
results in much less spread than ink drop technology.

It doesn't take much investigation to see that the mechanical and
electronic complement of a laser printer is more complex than
inexpensive ink jet printers.  Recall also that laser printers
offer a much higher throughput:  10 ppm for a laser versus about 1
ppm for an ink jet printer.

Something else to think about is the cost of consumables over the
life of the printer.  A 3000 page yield toner cartridge is about
$US 75-80 at discount while HP high capacity (~500-1000 page yield)
cartridges are about $US 22 at discount.  It could be that over the
life cycle of the printer that consumables for laser printers are
less than ink jet printers.  It is getting progressively closer
between the two technologies.  Laser printers are usually desinged
for higher duty cycles in pages per month and longer product
replacement cycles.


-- 
Bill Mayhew      NEOUCOM Computer Services Department
Rootstown, OH  44272-9995  USA    phone: 216-325-2511
wtm@uhura.neoucom.edu (140.220.1.1)    146.580: N8WED
"	sci.electronics	12
659	"From: hou@siemens.com. (Tai-Yuan Hou)
Subject: How to iconize a window?
Keywords: icon, window
Nntp-Posting-Host: orion.siemens.com
Organization: Siemens Corporate Research, Princeton (Plainsboro), NJ
Lines: 7

I have an application running in one window. In this application,
I'd like to iconize this window, and later deiconize back to window.
How could I do it? Your help would be appreciated.

Tai
thou@siemens.com

"	comp.windows.x	5
8666	"From: tarnold@vnet.IBM.COM (Todd W. Arnold)
Subject: Re: How sensible is DES towards bit-errors?
Organization: IBM Cryptographic Facility Development
Disclaimer: This posting represents the poster's views, not those of IBM
News-Software: UReply 3.1
Lines: 15

In <ad.735831059@cat> Axel Dunkel writes:
>how sensible is DES encrypted data towards bit errors? How much data per
>bit will be lost in average (I assume you still have the correct key)?

It depends on the mode you're using.  For a single 64-bit input block, a
one-bit error will have a 50 percent chance of corrupting each of the 64
output bits - in other words, it essentially turns the output block into
a random number.  If you're encrypting data in CBC mode, however, only the
one 64-bit block will be affected.  The next block, and all that follow it
will be decrypted properly.

It's a good idea to have some kind of error correction in your system if
corrupted bits are likely.

   - Todd
"	sci.crypt	11
10462	"From: prb@access.digex.net (Pat)
Subject: Re: Gamma Ray Bursters How energetic could they be?
Organization: Express Access Online Communications USA
Lines: 21
NNTP-Posting-Host: access.digex.net

In article <1rou8gINN7s4@gap.caltech.edu> palmer@cco.caltech.edu (David M. Palmer) writes:
|prb@access.digex.com (Pat) writes:
|
|>In article <1993Apr26.200406.1@vax1.mankato.msus.edu> belgarath@vax1.mankato.msus.edu writes:
|>|energetic for close by.  for the coronal model, we found around 10^43 erg/sec.
|>|And lastly, for the cosmological model an L=10^53. That's what you'd call
|>|moderately energetic, I'd say.  Any suggestions about what could put out that
|>|much energy in one second? 
|>>                                                -jeremy
|
|>big Capacitor :-)   Real Big  capacitor.
|
|It's been suggested.  (Specifically, lightning strikes between clouds
|in the interstellar medium.)
|


How big of a lightning rod, would you need for protection?
and  would you need jupiter as a ground plane.

pat
"	sci.space	14
4700	"From: C445585@mizzou1.missouri.edu (John Kelsey)
Subject: The wiretap chip, clones, and secure key-exchange
Nntp-Posting-Host: mizzou1.missouri.edu
Organization: University of Missouri
Lines: 33

U23590@uicvm.uic.edu writes:
>The cryptographic algorythm MUST be kept secret, or
>private individuals could make ClipperClones with
>which they could transmit messages which the feds would not have
>ready access to.
 
   Not necessarily.  I've been thinking about this, and if this chip/scheme
is to provide any real security, there must be some sort of key exchange,
either using a public-key encryption scheme, or using a key exchange scheme
like Diffie-Hellman.  If there's an out-of-band transmission of a shared
session key, then what protects that band from eavesdropping?  If the phone
company or some other online central authority generates a session key and
sends it to both users, then what's the point of going to the trouble of
having some complicated key-depositories?  Just ask the phone company for
a copy of the session key for each call.
 
   Now, it's probably not practical for each user to keep an online copy of
every public key used by anyone anywhere, right?  So, probably, there will
be some way of getting these keys verified.  This might be a digitally-
signed (by the chip manufacturer) copy of the public key in this unit,
stored by this unit.  It might also be an online directory with access to
everyone's public keys.  (This would introduce another weakness to the
security of the scheme, of course.)  Presumably, if you don't use your
designated key, you can't get a verified connection to other standard chips.
 
   It might be useful to have a modified chip, which would allow you to
use either the original public/private key pair, or some other key pair
and verification scheme.  Unfortunately, this would not allow you to call
most people and establish secure communications....
 
   --John Kelsey
>I hope somebody starts doing this soon after the first
>ones are released...
"	sci.crypt	11
8209	"From: Scott_Rindfleisch@vos.stratus.com
Subject: LOOKING FOR GRAIG@TOONTOWN
Summary: Do I know you
Organization: Stratus Computer, Marlboro Ma.
Lines: 10
NNTP-Posting-Host: m72.eng.stratus.com


I noticed you post in comp.graphics and know a person with your name.  I was
wondering if you used to live in Paxton Mass.  If so, I have a friend that
would like to say HI.


Sorry for the inconvience if this isn't who I think it is.


SR
"	comp.graphics	1
1298	"From: <34AEJ7D@CMUVM.BITNET>
Subject: Re: Who's next? Mormons and Jews?
Distribution: world
Lines: 4

As a minor point of interest, earlier news reports claim to have
been quoting the Governor of Texas when Her Holiness referred to
the Dividians as _Mormons_ and called for their expulsion
from TX. Any Texans have details?
"	talk.politics.guns	16
11752	"From: mcovingt@aisun3.ai.uga.edu (Michael Covington)
Subject: Re: food-related seizures?
Nntp-Posting-Host: aisun3.ai.uga.edu
Organization: AI Programs, University of Georgia, Athens
Lines: 12

I'm told that corn allergy is fairly common.  My wife has it and it seems
to be exacerbated if sugar is eaten with the corn.

I suppose that in a person just on the verge of having epilepsy, an
allergic reaction might cause a seizure, but I don't really know.
Gordon?

-- 
:-  Michael A. Covington, Associate Research Scientist        :    *****
:-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  *********
:-  The University of Georgia              phone 706 542-0358 :   *  *  *
:-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><
"	sci.med	13
18688	"From: gengler@tobor.labs.tek.com (Ken Gengler)
Subject: Re: The 25MHz IIsi
Organization: Tektronix
Lines: 17
X-UserAgent: Nuntius v1.1.1d17
X-XXDate: Wed, 21 Apr 93 14:12:00 GMT

In article <C5uFzp.Btp@willamette.edu> Thomas A. Herzog,
therzog@willamette.edu writes:
>   So I finally decided to risk this upgrade, FAQ in hand I've gathered
the
> pieces together.  The only problem is that I haven't been able to find
> anyone who's even heard of thermal tape/glue (which is what the FAQ
> recommends for attaching the heat sink)  I am just tempted to use duct
> tape here.... anyone hae any ideas for me for attaching the heat sink to
> the processor??  much thanks.

Just use a thin film of epoxy.  That!s what I did.  Epoxy conducts heat
fairly well.  And my heat sink gets warm to prove it.  I looked for the
stuff myself & my local EE jocks said to use epoxy.

Have fun.

Ken
"	comp.sys.mac.hardware	4
6726	"From: hammerl@acsu.buffalo.edu (Valerie S. Hammerl)
Subject: Re: LET'S GO BUFFALO!
Organization: UB
Lines: 22
Nntp-Posting-Host: lictor.acsu.buffalo.edu

In article <ltdi2pINN7km@appserv.Eng.Sun.COM> mre@teal.Eng.Sun.COM (Mike Eisler) writes:
>In article <93111.205214RAP115@psuvm.psu.edu> Robbie Po <RAP115@psuvm.psu.edu> writes:
>>In article <AfpIKNm00WBLI1isJ1@andrew.cmu.edu>, ""William K. Willis""
>><ww1a+@andrew.cmu.edu> says:
>>>
>>>     You know, I never really appreciated them before!
>>
>>Looks like Bob Errey's ring really sparkles in that locker room, and everyone
>>else wants one, too! :-)  Correct me if I'm wrong though, (just through
>
>No, Fuhr's 5 rings out sparkle Errey's. And doesn't Bob have 2 rings?

Regardless, they'd have to sparkle from the pressbox.  Errey's been
out a couple games with a hip injury.



-- 
Valerie Hammerl 	       John Sr. would lift Pat over the boards, grab 
hammerl@acsu.buffalo.edu       his hand, and start running around the outside,
V085PWPZ@UBVMS.CC.BUFFALO.EDU  faster and faster.  ""I wanted to learn how to 
get that feeling, and the only way was to learn how to skate.""  P. LaFontaine
"	rec.sport.hockey	10
12216	"From: astein@nysernet.org (Alan Stein)
Subject: Re: was: Go Hezbollah!
Organization: NYSERNet, Inc.
Lines: 21

hernlem@chess.ncsu.edu (Brad Hernlem) writes:

>Tell me Tim, what are these guerillas doing wrong? Assuming that they are using
>civilians for cover, are they not killing SOLDIERS in THEIR country?

So, it's okay to use civilians for cover if you're attacking soldiers
in your country.  (Of course, many of those attacking claim that they
aren't Lebanese, so it's not their country.)

Got it.  I think.  Hmm.  This is confusing.

Could you perhaps repeat your rules explaining exactly when it is
permissible to use civilians as shields?  Also please explain under
what conditions it is permissible for soldiers to defend themselves.
Also please explain the particular rules that make it okay for
terrorists to launch missiles from Lebanon against Israeli civilians,
but not okay for the Israelis to try to defend themselves against
those missiles.

-- 
Alan H. Stein                     astein@israel.nysernet.org
"	talk.politics.mideast	17
1547	"From: jack@feenix.metronet.com (Jack Hudler)
Subject: Re: Challenge to Microsoft supporters.
Organization: Tx Metronet Communications Services, Dallas Tx
Lines: 11

In article <1993May14.210055.25497@klaava.Helsinki.FI> jliukkon@klaava.Helsinki.FI (Juha-Matti Liukkonen) writes:
>
>Let me pose a question: how many MS-DOS users are out there who have no
>access to the net, but would probably find this feature useful, too?
>Ie., your suggestion implies that Microsoft is relying on the shareware
>or PD products to fill the gaps on DOS. Or did I misunderstand your
>statement?

It's called the free enterprize system. I suggests that those who wish to
enhance DOS, do it, an sell it, or give it away. Microsoft can't be 
everything to everyone! period!
"	comp.os.ms-windows.misc	2
10695	"From: tedward@cs.cornell.edu (Edward [Ted] Fischer)
Subject: Re: DAVE KINGMAN FOR THE HALL OF FAME
Organization: Cornell Univ. CS Dept, Ithaca NY 14853
Lines: 17

In article <C5JBsE.KKK@news.udel.edu> philly@ravel.udel.edu (Robert C Hite) writes:
>
>Are you for real?  How many Gold Gloves does Ozzie Smith have?  If a
>guy hung around and hit 30 homers a year for 15 years, wouldn't he
>be a given for the Hall?  Is defense not just as important?

Frankly, no.  Offense and defense are equally important.  But the
pitcher is 80% of the defense.  The primary role of every other player
is on offense.  Even shortstops are a bigger part of the offensive
game than of the defensive game.  (They might not do much with their
part of the offense, but that's another issue.)

That being said, I think both Smith and Yount deserve the HOF.  They
hit pretty well in addition to their defense.

Cheers,
-Valentine
"	rec.sport.baseball	9
1410	"From: andrew@calvin.dgbt.doc.ca (Andrew Patrick)
Subject: Any Interest in a Mailing List on Epilepsy and Seizures?
Nntp-Posting-Host: calvin.dgbt.doc.ca
Organization: Communications Research Centre, Ottawa, Canada
Lines: 36


I have seen a fair bit of traffic recently concerning Epilepsy and
seizures.  I am also interested in this subject -- I have a son with
Epilepsy and I am very active with the local association.  I posted a
message like this a few months ago and received no replies, but here it
is again.

Is anyone interested in participating in a mailing list on Epilepsy and
seizures?  This would allow us to hold discussions and share
information via electronic mail.  I already run a Listserver for two
other groups, so the mechanics would be easy.

If you are interested, mail me a note.  If I get enough replies, I will
make it happen and provide you with the details.

BTW, I have also started a database on Epilepsy.  This is part of my
research on natural language question answering systems.  Users of this
service are able to ask questions about Epilepsy and the program
searches the database and retrieves its best response.  The technology
works by comparing your question against a set of questions that have
been seen before.  All new questions that are not answered are recorded
and used to improve the system.

This database is still small and sparse, but we are adding new
information.  To try it out, do the following

	telnet debra.dgbt.doc.ca
	login: chat

	Then select the Epilepsy item from the menu of databases.

-- 
Andrew Patrick, Ph.D.       Communications Research Centre, Ottawa, CANADA
                       andrew@calvin.dgbt.doc.CA
                       
  For a good time, run ""telnet debra.dgbt.doc.ca"" and login as ""chat"".
"	sci.med	13
18837	"Organization: Queen's University at Kingston
From: Andy <2893684@QUCDN.QueensU.CA>
Subject: Re: If Oilers go to Hamilton
Lines: 11

In article <1993Apr26.023650.16749@spang.Camosun.BC.CA>,
ua256@freenet.Victoria.BC.CA (Tom Moffat) says:
>
>If the Oilers move to Hamilton what division will they play in .

And won't they have to change their name to the ""Steelers"" or something.
The only significant deposits of oil around Hamilton are those caused by
the tire fire a  few years back.

Then again if the NBA can have the Utah Jazz or the L.A. Lakers (think about
it, what lakes are in L.A.) then I guess the NHL can have the Hamilton Oilers.
"	rec.sport.hockey	10
17174	"From: robert@cpuserver.acsc.com (Robert Grant)
Subject: Virtual Reality for X on the CHEAP!
Organization: USCACSC, Los Angeles
Lines: 187
Distribution: world
Reply-To: robert@cpuserver.acsc.com (Robert Grant)
NNTP-Posting-Host: cpuserver.acsc.com

Hi everyone,

I thought that some people may be interested in my VR
software on these groups:

*******Announcing the release of Multiverse-1.0.2*******

Multiverse is a multi-user, non-immersive, X-Windows based Virtual Reality
system, primarily focused on entertainment/research.

Features:

   Client-Server based model, using Berkeley Sockets.
   No limit to the number of users (apart from performance).
   Generic clients.
   Customizable servers.
   Hierachical Objects (allowing attachment of cameras and light sources).
   Multiple light sources (ambient, point and spot).
   Objects can have extension code, to handle unique functionality, easily
        attached.

Functionality:

  Client:
   The client is built around a 'fast' render loop. Basically it changes things
   when told to by the server and then renders an image from the user's
   viewpoint. It also provides the server with information about the user's
   actions - which can then be communicated to other clients and therefore to
   other users.

   The client is designed to be generic - in other words you don't need to
   develop a new client when you want to enter a new world. This means that
   resources can be spent on enhancing the client software rather than adapting
   it. The adaptations, as will be explained in a moment, occur in the servers.

   This release of the client software supports the following functionality:

    o Hierarchical Objects (with associated addressing)

    o Multiple Light Sources and Types (Ambient, Point and Spot)

    o User Interface Panels

    o Colour Polygonal Rendering with Phong Shading (optional wireframe for
	faster frame rates)

    o Mouse and Keyboard Input

   (Some people may be disappointed that this software doesn't support the
   PowerGlove as an input device - this is not because it can't, but because
   I don't have one! This will, however, be one of the first enhancements!)

  Server(s):
   This is where customization can take place. The following basic support is
   provided in this release for potential world server developers:

    o Transparent Client Management

    o Client Message Handling

   This may not sound like much, but it takes away the headache of
accepting and
   terminating clients and receiving messages from them - the
application writer
   can work with the assumption that things are happening locally.

   Things get more interesting in the object extension functionality. This is
   what is provided to allow you to animate your objects:

    o Server Selectable Extension Installation:
        What this means is that you can decide which objects have extended
        functionality in your world. Basically you call the extension
        initialisers you want.

    o Event Handler Registration:
        When you develop extensions for an object you basically write callback
        functions for the events that you want the object to respond to.
        (Current events supported: INIT, MOVE, CHANGE, COLLIDE & TERMINATE)

    o Collision Detection Registration:
        If you want your object to respond to collision events just provide
        some basic information to the collision detection management software.
        Your callback will be activated when a collision occurs.

    This software is kept separate from the worldServer applications because
    the application developer wants to build a library of extended objects
    from which to choose.

    The following is all you need to make a World Server application:

    o Provide an initWorld function:
        This is where you choose what object extensions will be supported, plus
        any initialization you want to do.

    o Provide a positionObject function:
        This is where you determine where to place a new client.

    o Provide an installWorldObjects function:
        This is where you load the world (.wld) file for a new client.

    o Provide a getWorldType function:
        This is where you tell a new client what persona they should have.

    o Provide an animateWorld function:
        This is where you can go wild! At a minimum you should let the objects
        move (by calling a move function) and let the server sleep for a bit
        (to avoid outrunning the clients).

    That's all there is to it! And to prove it here are the line counts for the
    three world servers I've provided:

        generic - 81 lines
        dactyl - 270 lines (more complicated collision detection due to the
                           stairs! Will probably be improved with future
                           versions)
        dogfight - 72 lines

Location:

   This software is located at the following site:
   ftp.u.washington.edu

   Directory:
   pub/virtual-worlds

   File:
   multiverse-1.0.2.tar.Z

Futures:

   Client:

    o Texture mapping.

    o More realistic rendering: i.e. Z-Buffering (or similar), Gouraud shading

    o HMD support.

    o Etc, etc....

   Server:

    o Physical Modelling (gravity, friction etc).

    o Enhanced Object Management/Interaction

    o Etc, etc....

   Both:

    o Improved Comms!!!

I hope this provides people with a good understanding of the Multiverse
software,
unfortunately it comes with practically zero documentation, and I'm not sure
whether that will ever be able to be rectified! :-(

I hope people enjoy this software and that it is useful in our explorations of
the Virtual Universe - I've certainly found fascinating developing it, and I
would *LOVE* to add support for the PowerGlove...and an HMD :-)!!

Finally one major disclaimer:

This is totally amateur code. By that I mean there is no support for this code
other than what I, out the kindness of my heart, or you, out of pure
desperation, provide. I cannot be held responsible for anything good or bad
that may happen through the use of this code - USE IT AT YOUR OWN RISK!

Disclaimer over!

Of course if you love it, I would like to here from you. And anyone with
POSITIVE contributions/criticisms is also encouraged to contact me. Anyone who
hates it: > /dev/null!

************************************************************************
*********
And if anyone wants to let me do this for a living: you know where to
write :-)!
************************************************************************
*********

Thanks,

Robert.

robert@acsc.com
^^^^^^^^^^^^^^^
"	comp.graphics	1
15937	"From: young@serum.kodak.com (Rich Young)
Subject: Re: Barbecued foods and health risk
Originator: young@sasquatch
Nntp-Posting-Host: sasquatch
Reply-To: young@serum.kodak.com
Organization: Clinical Diagnostics Division, Eastman Kodak Company
Lines: 24

In article <C5Mv3v.2o5@world.std.com> rsilver@world.std.com (Richard Silver) writes:
>
>Some recent postings remind me that I had read about risks 
>associated with the barbecuing of foods, namely that carcinogens 
>are generated. Is this a valid concern? If so, is it a function 
>of the smoke or the elevated temperatures? Is it a function of 
>the cooking elements, wood or charcoal vs. lava rocks? I wish 
>to know more. Thanks. 

   From THE TUFTS UNIVERSITY GUIDE TO TOTAL NUTRITION: Stanley Gershoff, 
   Ph.D., Dean of Tufts University School of Nutrition; HarperPerennial, 1991
   (ISBN #0-06-272007-4):

	""The greatest hazard of barbecuing is that the cook will not use
	 enough caution and get burned.  Some people suggest that the
	 barbecuing itself is dangerous, because the smoke, which is 
	 absorbed by the meat, contains benzopyrene, which, in its pure form,
	 has been known to cause cancer in laboratory animals.  However,
	 in order to experience the same results, people would have to
	 consume unrealistically large quantities of barbecued meat at a
	 time.""


-Rich Young (These are not Kodak's opinions.)
"	sci.med	13
13404	"From: cst@garfield.catt.ncsu.edu (Caroline Tsang)
Subject: Graphics Library Package
Article-I.D.: ncsu.1993Apr6.051201.9535
Organization: Computer and Technologies Theme Program, NCSU, Raleigh
Lines: 15

Hi all,

  I am looking for a recommandation on a good royalty free graphics
library package for C and C++ program.  This is mainly use to write
children games and education software.  I heard someone mentioned Genus
and also GFX ?  Are they any good?

Please pardon me if my question sounds a little strange, I am asking
this question for a friend.

Thanks in advance!

Caroline Tsang
<cst@garfield.catt.ncsu.edu>
  
"	comp.graphics	1
